cleaned_review,rude
im surprised by the amount of negative reviews for this location   actually think that its conveniently located and is also one of the newer cleaner and more modern mcdonalds in the city   never wait long on line but it does take a bit longer than usual to get my frappuccino but i always attribute it to morning rush hour ive never had a bad experience here,0
omg yelp is really for amateurs and complainerswho in the hell reviews mcdonaldsits mcdonalds they sell burgers and chicken for a dollarthis goes beyond stupidity,0
its mcdonalds same tasty menu and options the location is convenient as its located right by the train in case you emerge from the space below with cheeseburgers on your mind i do like the computer display system that allows you to see when your order is ready and something about the layout seemed newer than other mcdonalds but maybe i was just excited because i was having a killer craving,0
other than the fact that its super conveniently located right outside of th street station  on park avenue and that it has more electric outlets than your average coffeeshop offerings are the same crappy low class food youll find at any mcdonalds across the nation i like their  coffee and sweet teas thoughone thing thats annoying is the latino looking manager hunting people down for chilling or loitering around the tables but for those of us who bought something leave us the fuck alone and chill out and stop giving that certain look like were some jobless thugs or something some of us want to unwind after a  hour work shift with some coffee while charging our phones for gods sakei saw a shady black yes i emphasize race because that is keeping it mad fucking real just like you want it homies drinking beer out of a brown bag and loitering around and the manager didnt do anything que idiota cabron que sos ni verga te pareces manager jodido lol,0
with the amount of time it takes to get your order here its hard to call this fast food definitely one of the worst run mcdonalds i have ever seen no one wants to work between the lackadaisical cashiers to the employees just standing around instead of preparing food and filling drink orders this place is a mess then add the dozens of homeless people in here and you really just want a shower when you get out i say this yet still go back at least twice a month its downstairs from my office and right off the  train ok another redeeming quality is the hash brown which is perfectly cooked  crispy on the outside and soft on the inside î¾word of advice listen very closely to the numbers when they call them out and steer clear of the bathrooms dont even stand near them,1
they seem to be pretty quick most of the time but their fries are always overcooked,0
coffee one of the things i just can not live without its also one of those things that mcdonalds does pretty goodas its gonna be a long day at work today and this outpost is right across the street from my office and i had a craving for their coffee i jumped in after getting off the subway tasty hot cup of coffee mmmmmmcan i just stick an iv into my arm and pump it right into my bloodstreamstill this location always seems to have sketchy characters around it begging for change and hanging out at the tables even though the place went through a massive renovation last year and looks nice its still basically the same,0
i dont know why so much hate for a mcdonalds i stopped here for a mcchicken since i was ridiculously starving it happens to everyone rightwalked in and in awe of how nice this pace was large tv sets glass walls leather seating that was rather modern and artsyarchitectural went to the cash register and wanted to buy something but it was cash only like who does that thank gawd i was with a friend otherwise i might have ragequit on them you dont tell starving people that you are cash onlyis a good place to chill and literally a block from my office so i anticipate coming back  maybe if i have cash seriously though what the frack,1
it takes them  minutes to get u fries cause they are too busy doing everything but working and joking with each other î¾this place sucks,1
it feels silly to write a review for a fast food establishment but im writing this only to jog my memory of what happened earlier this week i walked in with the intention of grabbing a quick postbeer snack with a buddy we sat down with something like  chicken nuggets gross i know and started eating away some few minutes later we hear a commotion towards the entrance i turn around and see what appears to be the dirtiest looking homeless man with long grey hair and beard and dirt stained jacket with holes in his shoes the manager happened to notice him immediately and tried to escort him out one thing led to another and this guy started going off on one of the most hatefueled rants ive ever heard surprisingly he was quite eloquent and made references to movies pop culture and some literary classics objectively speaking i imagined this ish looking man was at one point quite educated and maybe even handsome i was too busy observing the scene to actually record anything for youtube at first he directed his hatred towards the manager and then went into a long address to everyone in the store long story short there is a revolution coming and we are illprepared we are leading our lives in ignorance and before we know it the tides will shift men like him are congregating and amassing technology and weapons beyond our knowledge lol ok at this point he gestured pulling out a weapon and shooting everyone at this point the manager forcibly escorted him out against his restraint a few moments later he ran back in and pulled out an imaginary grenade tossed it in the store and ran back outside i was just trying to enjoy my chicken nuggets what the hellother than that this location is actually quite nice compare to most of the others,0
i admit im guilty and came here a few times when i had a fix for a mcrib sandwich or a  piece chicken mc nuggets î¾service is just ok depends on what time of day and how crowded the place is î¾ its not as efficient as other mcdonalds in midtown but its not the worst either î¾ its almost impossible to find seating during lunch time though  always packed so better to take your food to go,0
this mcdonalds went through a massive renovation and is quite outstanding now   go about twice a week guilty pleasuremaking me according to super size me a heavy user,0
one of the worse mcdonaldsonly reason i go is cause its a block away from workmajority of the workers have bad attitudes and take their time like they are going for a walk in the park,1
nothing special just another mcdonalds in the city î¾the food is consistent but the service may vary depending on when you go   experienced a strung out cashier during one lunch shift mightve been the poor girls first day on the job but she completely messed up my order   think she gave me everything on the menu except for the food that i did order î¾lol,0
dont be confused im rating this a four out of five stars because compared to other mcdonalds i have been in this place is really quite nicethey recently remodeled the whole restaurant before it was a pretty terrible place but since the remodel it feels cleaner and strangely enough more trendyits a mcdonalds ive been once at around am but usually i go during the work day hourssometimes you get some shady characters there but most of the time its just a bunch of hard working people taking a break from their day to get some of those fries or big macs,0
theres really no reason for the employees to be so rude,1
swift but not really exciting  average seconds to fill an order overfilled my drink sticky all over the place and the pickles on the cheeseburger here were really small,0
i dont know what it is about this particular corner and this particular mcdonalds but both are run amok with seedy charactersive seen prostitutes in there eating with their pimp î¾across from them by the window is this guy who is always there on his laptop free wifi maybe î¾he looks like he hasnt showered in a good decade î¾one crackhead did the harlem shake in front of me onceits just a ghetto mcdonalds  t makes the one down by west  st seem really nice,0
sometimes a girl just really wants a mcflurry in the middle of a hot summer dull work day î¾what to do î¾head over to mickeyds of course  t was the postlunch lull so no line î¾cool cool î¾got my mcflurry with oreo bits and i take a seat at one of the small booths î¾got my latest issue of tony to read and im good to goand then unexpected company shows up in the form of a  year old boy î¾he just plops down across from me and starts making conversation î¾okay so im a sucker for little kids î¾my moms a pediatrician and i babysat for the greater part of my teen years   figure hes just one of those curious gregarious kids so i humor him î¾he asks me what i ate my mcflurry was gone in a matter of minutes what can i say and i tell him î¾he asks me the ageold kid question why   tell him do you even really need a reason to want ice cream î¾at this point im kinda looking around to see if there are any adults frantically searching for their kid î¾nope î¾the guy at the table behind the kid overhears our conversation and we make eyecontact  he kinda smiles at me and chucklesnext the kid asks me what im reading   tell him î¾again why   tell him î¾then he grabs the magazine and starts flipping through it î¾okaaaynow im kinda getting antsy î¾next he starts to eat the mailer insert from the magazine î¾whats with this kid   tell him as genially as possible hey dont do that  ts not good for you to eat paper î¾again i make eye contact with the guy at the next table î¾he chuckles   look around the place again hoping to find anyone who looks like this kids mom î¾no such lucknow the kid starts ripping the pages out of my magazine î¾okay not cool   take the magazine back pack it away and stand up to throw out my mcflurry cup î¾but before i can grab it the kid takes it and throws it away for me î¾maybe hes trying to make amends maybe hes just a neat freak î¾at this point though i really dont care   take one last glance around the place to see if theres a mom filing a missing child report and see none î¾ya know what its not my problem  f parents cant keep track of their kids its not my fault  m not the worlds designated babysitter  m done im gonecould i have gone up to the mcdonalds folks and told them about the kid î¾yeah î¾was i a jerk for not doing it î¾maybe î¾did i care î¾not really î¾you know why î¾because you dont mess with a girl and her work break î¾moral of the lesson listen to your mama and dont talk to strangers î¾oh and dont eat at mcdonalds,0
ive eaten at nougatine and abc kitchen numerous times but i have to admit that i keep coming back to this fine institution for a great meal that puts jgvs work to shame î¾the french fries are an example of potatoes that have been prepared in a form that may be legitimately considered a work of art î¾the gentle texture and crisp of the fries are testament to the corporations impeccable execution of deep frying and the training that the personnel have undergone to achieve this perfection across the franchise is very much laudable î¾my experience with the beef has been nothing short of flawless î¾as i had requested the patty in my burger was prepared to a mediumrare and the subtle cheese and softlygrated onions danced with the rich ketchup and mustard on my tongue as i tasted thick and quality processed meat between two pieces of toasted and warm buns î¾the acidity of the salted fries and that of the burger did not balance quite as i liked it though i was very much satisfied anyway   have to say that short of makeup sex i have had no better experience in my s î¾to finish my threecourse the apple pies were magnificent î¾the texture of the apples led me to believe that they were in fact potatoes but i must commend mcdonalds for aptly managing their resources and overhead by taking advantage of economies of scale in purchasing only mass quantities of one ingredient as opposed to diversifying their portfolio this may lead to higher margins in that the franchises would be able to provide more products in their menu eg genuine apple smoothies or appleinfused panacotta but would ultimately lead to higher operating costs  n any case the dessert was very much satisfyingthough i paid only  for this meal i must have gained the delight of a  meal î¾cheers to an amazing institution for providing a meal aptly suited for all social castes,0
food is rarely fresh never got good tasting fries in this mcdonalds what i thought i liked was the delivery option this location carries dont be mistaken comes all smushed cold and steamed and late if you have time walk to the rd avenue location,0
this is the local neighborhood mcdonalds  ve dined here twice neither time sober î¾one of those two times i put down  chicken mcnuggets î¾eating  mcnuggets may sound extremely satisfying but its a highly overrated experience  ll be back most likely not sober,0
stopped in here so my bf could use the restroom while we were out julia k explained it best this place houses all of the crazies i refused to use that bathroom just knowing what i know about mcds and seeing the people there no way stars for the apple slices,0
i live around the area and when im really hungry at a late hour i come here also i can get coffee here for  basically the worse customer service in history people working there look so depressed and sleepy or they look angry that life made them work there either way you wait in line for awhile as there are bums in the background asking people for change,1
i usually come in to relieve my bladder and oh you have to buy something for that because the bathroom is clearly first class and they use toilet paper made out of gold leaf theres always the crazies in here where else are they going to hang out  all the trendy restaurants around oh wait i guess they could hang out in caravan of dreams since im a pescetarian and wouldnt touch a fish filet from here with a twenty foot pole ive never had a meal here im a self respecting adult who consumes better than mcds except the smoothies though im sure they find a way to smuggle cow intestines in there somewhere,0
this mcdonalds doesnt have the best customer service at all not to mention shortage of staff i usually come here after a long day of work around pm to buy myself a strawberrybanana smoothie the person who ordered before me ordered a caramel frappe i guess the employee didnt wash the blender because my smoothie had tasted like caramel this mcdonalds is super slow slow customer service and long lines came back  days later to order my smoothie and had to leave because there was a super long line very dissapointed,1
one thing remarkable about this restaurant in contrast with all the other many restaurants in the east village every type of person in the neighborhood eats here old folks kids black white hispanic asian sane crazy homeless homefulcrossing every line there is no other restaurant accomplishes that now whether all those different people should eat at mcdonalds is another matterbe great if theyd introduce an east village history theme  pictures of emma goldman yippies ee cummings etc one last thing there are people who like mcdonalds coffeewhy,0
worst mcdonalds in existence burn the fucker downlast  only time i was here i got in an argument with a bum about whether or not he lost his spot in line when he went to take a shiti hope he washed his hands because i know the employees dont î¾and they are worse off than the derelict patrons that frequent this crap holeisnt mickyds known for creating flavors that are consistent from location to location around the globe î¾my burger tasted like lukewarm butt grease  burnt hair,1
quick somebody call the fire department î¾theres a carbon monoxide leak at the mcdonalds on th and st ave î¾the staff are showing the telltale sluggish sleepy signs of poisoningthis place makes me sad î¾every time i go i see a herd of people standing at the counter  t begins the inevitable questioningdid  m sorry have you orderedno not î¾yetoh ok um maam have you orderedoh no im just here to read the pretty signsetc and so on etcwhen you do order the real chaos in the kitchen begins  ve seen gordon ramsay on calmer days then some of these peopleangel for gods sake i need four cheeseburgers five minutes ago what is taking you so longmark im doing the best i can and im having a really bad day so step off ok okthis played out between numerous employees while waiting for my food   didnt even try to hide the laughterthese days the only mcdonalds i tend to visit fall under three categories i am within  of a freeway and there are no other options i am in high school its  am its suburbia im hungry and there are no other signs of life im jonesing for hic orange drink the colloquial vivid description of the beverage is what really draws me ini took the commercials advice and took advantage of my right as a new yorker to order the big angus burger   had one earlier in the month and i remembered it being much better than your general tenpacketsofsugarperbungradecbeef micky ds fareoh wow î¾this was bad î¾and i mean bad  ts awfulness may or may not have been highlighted by the fact that i was reading an article as i ate about the fatal cases of superbug staph infections being on the rise in new york î¾the mayo had the appearance of cream cheese î¾the onions looked felt and tasted as though they had spent the better part of a week floating in water î¾the burger meat itself was bland flavorless and had the consistency of î¾ oh what the hell am i doing î¾am i really here wasting a beautiful sunday afternoon sitting in my living room to write about the inferior quality of a meal at mcdonalds î¾am i that sadthis mcds in particular is used as a haunt for the local random old people clique that you will find in every neighborhood on earth î¾an old woman took a table of four to herself next to me even though seating was scarce as it was and began conversations with like  people who walked inoh and do you know what i noticed today î¾the aftertaste of dr pepper tastes exactly like playdoh  ts so weird î¾half the people who read that just went wtf you ate playdoh as a child and the other half went oh my god i know exactly what hes talking about   mean come on it says nontoxic right on the can and the pizzas i used to make with blue and purple toppings were simply too temptingi dare someone to click î¾formal jacket required for dress for this placeok im done with this review,0
apparently also doubles as a group home for people with brain injuries î¾can i get a bacon egg and cheese biscuit with a hot steamy side of batshit crazy,0
stomach ache to go,0
you know why no ones reviewed this mcdonalds because its the worse mcdonalds ever ever i tell you   refuse to eat here i will walk the three blocks to the next one i suppose if they actually get your order right thats commendable î¾but everythings awful î¾and cold and sloppily done and the place is just skeevy î¾the food is all off i mean its not that hardits mcdonalds and ive been to quite a few mcds in my day but this one just takes the cakeand ruins the orange soda î¾wow i just reviewed a mcdonalds,0
this is a mcdonalds after all and i havent ever had an actual meal here but i do have fond memories of justbeforeclosing runs from nearby bars to buy rounds of apple pies î¾and when you show up and order  apple pies and nothing else they do need to heat the pies right then so they tend to come out piping hot,0
i came in here today around  pm for lunch   noticed last week that they had opened in the same place where the kfc stood for decadesi know they added more items to their dollar menu  more selection so i thought i would try some i ordered a bbq ranch burger and î¾a buffalo ranch mcchicken î¾the order was completed in less than  minutes and the service was professionalthe bbq ranch burger is topped with slice of white cheddar barbecue sauce that is decent and crispy corn chips î¾the buffalo ranch mcchicken is a crispy mcchicken patty topped with buffalo sauce creamy buttermilk ranch dressing and shredded iceberg lettuce served on a toasty bun,0
i cant comment on the food because when i went to grab a shamrock shake for a little late night treat they were closed an hour before the posted sign on the door said they were supposed to î¾be closed not impressed,0
its good when you miss your flight and have to spend the night in the airport you can eat here at am am and am not good enough well its even better when you have to stay longer because the flights are delayed here  more times in addition to the first  delays i can only eat the fish sandwich and fries because i dont eat red meat or chicken the food was hot and the fries were good with just the right amount of salt sprinkled on themmcdonalds of jersey airport thanks for being open ,0
ive come not to expect a lot out of airport mcdonalds but this one by far is the worst î¾the only reason they have one star is because they are open before everyone one else fries were cold and mushy coke was watered down as it had been prefilled for the rush and the ice was all melted i could kick myself for not just making the haul over to the  gates and going to smashburger but i was feeling lazy and when is lazy rewarded î¾never î¾words to describe the people who work hereeye rolling annoyance and general unhappiness await you,1
their brekky burritos are the best and yes this micky ds can have long lines in the morning but thats bc folks luv a good mcdonalds breakfast and you cant beat the prices i mean come on î¾the deli across the food court tried to sell me a dannon yogurt for  wtf at least mickey ds doesnt rape its customers by charging outrageous prices for something you can buy at any supermarket for under  well maybe it rapes our arteries a bit but if you practice moderation you should be just fine,0
this has to be worst mcd in the entire system the crew and manager could care less one girl on cellphone one girl drinking her coffee manager walking around with magazine all oblivious to customers in line food is all precooked sitting on heater so better order something special î¾fries undercooked and diet coke prepoured so watered down all of this at airport prices there are other choices so please avail yourself of them,1
paid the airport markup price for the worst big mac that ive ever had î¾the bread was overtoasted to cover up the staleness of the bunit didnt î¾the big mac which is supposed to be a relatively tall sandwich was not much taller than a mcdouble from the valuemenuwhich they dont have at the airport btw,0
this mcdonalds is sloppy its fast food but i dont get my food quick every time i walk in i dont want to order because the line is a mess and it seems far to long to wait they take your order and move you to the right hand side to pick up your order it was hard to pick up my order because it was that much people standing at the counter plus this mcdonald is small there was no real spot to line up to place your order the serve here was bad the cashier had attitude problems but i dont blame them because working at mcdonalds isnt the greatest job in the world surprisingly the place was pretty clean i guess people do clean after themselves here ,1
always lots of neighborhood folks around î¾lots of teenagers î¾busy but standard service î¾nothing stellar î¾looks better kempt than the white castle across the street   definitely wont linger in either for a meal î¾takeout only,0
went to the drive thru at this mcdonalds with my fiance on  around pmeverything was fine with the orderunfortunately we had to deal with a female backing up her car in reverse nearly hitting my carwe had to drive around her since she was blocking the entrance and her male passenger got out of the car and started making lude gestures and disrespectful comments about my late mothermcdonalds headquarters were contacted the next day and said they were sorry with what happenedmanagement from this store emailed me back first asking if it was one of there employees that was backing updont they read the complaints correctlystill waiting for a reply from management to see if they will look at the video tape to investigateno one needs to be harassed when they go out to eat,0
horrible hamburger  fries here go to another location this place is dirty,0
your better off eating in the restaurant as long as you dont see the counter cause just that alone will get you sick î¾the drive thru  out of  times always forgets something on your order,0
is a review even necessary here î¾who hasnt had mcdonalds when they were a kid î¾for those who said they havent had mcdonalds you probably just crawled out of a rock î¾or youre just a super healthy person growing up and it wasnt your fault your parents fed you carrot sticks for finger foods instead of pigs in a blanket î¾so this review is for you healthy person growing up or the person who just crawled out of a rocki will keep this short and sweet î¾chicken nuggets is whats good here î¾all white crispy chicken nuggets î¾as dipping sauce you gotta get either sweet and sour bbq sauce or honey mustardi think i just told you all their sauces anyways burger wise i used to get big mac thats two burger patties in a special yummy saucenow they have some angus burger with bacon   had it last year its pretty good î¾well thats it î¾enjoy your fast food hereyou gotta try it at least once in your lifeits been awhile since i stepped into this type of establishment,0
defiantly not the best mcdonalds that i have been to î¾the food is pretty much the same as all others but the place itself is old outdated and dirtier compared to other mcdonalds that i have been to î¾this location also still has a play place inside which i think is disgusting this time i went there at pm and they told me they didnt have any frappes left i was kinda disappointed i really wanted one,0
sorry î¾am i bothering you î¾worst customer service ive ever received î¾anywhere î¾this manager should be fired î¾along with everyone working the registers î¾ sorry excise for human beings î¾pathetic seen several health code violations while i was here î¾shall report those pronto gracious,1
ran in for a quick breakfast ordered the petite pastries and found a red hair stuck on one of my pastries disgusting beware,0
its pretty bad theyve messed my order up twice ive only been there twice granted both were drive thru so maybe i should go in next time i would give it  stars if possible but i guess yelp wants us to be nice,0
kids working drive thru have no idea what they are doing usually wait in the pick up window long enough to drink my entire drink and the food is still not ready they usually forget to add salt to the fries today i got sold a pie that said to  enjoy by pm  and was sold to me at around pm im not even sure if that is safe to eat disapointed in the new location and a few napkins in my drive thru bag would be nice too,0
we were pressed for time to see a movie at pm and decided to grab something quick at this mcdonaldswe placed our order at  î¾this restaurant just switched from the breakfast menu we ordered lunch cheeseburger meal and southern style chicken mealthe food came fairly fast î¾we sat to eat î¾the food was cold î¾cold  mpossible they just started cooking lunch items î¾the plus was the pickle on the cheeseburger was crisp î¾you know the food is cold if the pickle is crispi returned to the counter and asked for the manager î¾st person to come over was a manager in blue shirt   knew there was a white shirted manager and asked for hershe was giving me an eye attitude as she turned the corner heading for the counter î¾there was no apology forthcoming no offer of a refund î¾she took the tray and drink snapped her fingers and told us to leave   have never had fingers snapped at me î¾odd experiencei can now cross off finger snap and thrown out of mcdonalds on my bucket listmcdonalds wonders why sales are downhorrible cold food î¾rude and disrespectful finger snapping manager î¾we wont visit here again,1
place looks like new outside but it is dirty inside î¾long line one person at the register  f î¾was another mcdonalds close by i would leave,0
forget it about it î¾no hope for these mcdonalds î¾poor management all aroud î¾drive thru is slow even they got two lanes î¾cant get the orders correctly î¾cant believe how it can fall so badly so fast,0
theyve remodeled the place is great service is fine for me everything is new and fresh,0
you can tell the employees deal with some annoying customers there are some weird sketchy people in there which is kind of a shame because its actually one of the nicer mcds ive been to you dont go to mcdonalds for customer service though location is great went there for the first time today and food was ok prolly wont go back anytime soon though but thats just bc im not a big mcdonalds person,0
located across from miamidade collegewolfson campusthis location is a hotbed for crime criminal suspects are at the doors or waiting by the soda machineready to pounce on and scam people out of their wallets if you go to this place take your gun and baseball bat or whatever you have to protect yourself if you call the police or  nobody comes and î¾miami city police dont care employees of this mcdonalds are in constant danger and at the mercy of thugs,0
a filthy hive of hostility  t feels like a place where people would go to pay a fine or maybe surrender themselves for a minimum security prison stint or something î¾the last thing i would ever want to do here is eat something î¾perhaps i shouldnt review it because ive never tried the food   went in with a friend who wanted to buy a coffee but it was so horrible inside that i preferred to stand outside in the blazing heat among people smoking cigarettes and panhandlingthis is a very bad bad place,0
this mcdonalds has pretty poor customer service and no organization they let people cut in line and knowing that they cut in they serve them thats the morning crew the night crew works slower than slow they have no regard for customers or sense of urgency i had to wait about  minutes for two frozen lemonades and then another employee tried to take one of my lemonades away for another customer that had just ordered the customers as i mentioned make it even worse a big portion of the crowd that gathers at this mcd are scum they are loud obnoxious and unaware of their surroundings if you want the worst experience at a mcd then eat inside the restaurant if you are in the area and in need of food or running late for class then stop and get something to go why do i keep coming back  dollar coffee and c burgers wednesdays,1
this does not deserve  star wow î¾ fire the entire staff including management  î¾and start over î¾so sad,1
am tuesday  not much crowd kind of very nice and quiet î¾ am loving that î¾the cons no e lectrical outlet for laptop connection î¾no ice machinesive seen better but definitely have seen worse î¾servic was adequate î¾ hour laundromat next door with hoolligans littering the parking lotamoh dear a man just walked to the rear tapping on the walls near you to ask for money  im in the streets i havent eaten for days im in the rear i saw him walk up singing a song,0
yall want  an hour but im waiting  minutes for mcnuggets yall got me mcheated,1
cant expect much from a mcdonalds but this is one of the worst ive been to the employees are rude they always get your orders wrong and then have an attitude when they have to fix it freshness is an issue as well wait time in the drive thru isnt too bad but dont make the mistake of seeing a long drive thru line and go inside even if youre the only person in the restaurant it will take forever because they help all the people in the drive thru first dont bother complaining to corporate its forwarded to the franchise owner and the rep for them could care less,1
i cant believe it a mc donalds without dipper changing station in the restrooms not a happy place for kids  live them at home also no orange juice,0
great for breakfast they get you in and out service was fast late night but the manager was a little curt not the friendlies employee,1
came in for a quick lunch ordered the sweet chili chicken premium wrap had to wait over five minutes for them to hand me the wrap i could see the employee in the back as she made the wrap and when she finished î¾the cashier was busy with customers and the other employees were all running aroundwrap was pretty good service was ok  its a mcdonalds,0
this is my local mcdonalds and i love it dont be hatin on ma hood,0
horrible the restaurant is almost empty so its not rush hour its dirty we cant choose one table they are all dirty staff not welcoming no smile rude and more mc donald is normally for children but who can bring kids in this dirty place awful,1
i realize mcdonalds is meant to be fast food but to call this one particular location fast food is an oxymoron unless waiting  minutes to get your items and half the time they are incorrect can pass as fast food now   dont know why my friend keeps insisting on stopping here for a drink itd be faster to stop at walgreens get out of the car get a bottle of coke pay and get back in the car to drive off   believe the addition of a second drivethru lane has created a bigger problem î¾this is causing more congestion as the one right lane blocks people who have ordered in the left lane from being able to advance and join the main paying lane which forces both lanes to immediately merge especially if the ones in the right lane tailgate and wont let you in even though you placed your order before them which would imply your order would come up first î¾you can easily sit in that left lane for  minutes while the people behind you are helpless and honk uselessly trying to move up to place their order  n addition the cashier has a hard time dispensing the correct items and keeping track of who ordered what î¾we ordered a soda but were handed a bag with burgers and fries which we promptly returned î¾the associate then asked us if we were sure we hadnt ordered thatuh what seriously way to take responsibility for your mistakes î¾next time this happens well just take the burger and fries and get a drink elsewhere instead of being subjected to this stupid questioning and eternal waits,0
i would usually not write a review on a mcdonalds but this one is so bad to give it one star is actually quite generous î¾people who give it two stars you are just being too nice î¾the people that work there try to be nice but i just feel its not in their dna of how to treat people   usually am not one to complain but i had out loud on occasion to the manager when the cashier answered her cell phone while ringing me up î¾obviously she was expecting an important call î¾who am i to interrupt the situation î¾when you order your food they act like they have no idea what your are talking about an egg mcmuffin what is that  it becomes comical when i go in i just expect awful servicebut its just so close to where i live to drive somewhere else would be silly,1
i was telling a fellow yelper through another social media site that sometimes mickey ds hits the spot even for sunday night dinner as i was parking after a day hanging around the city at miamis th birthday alas i think i picked the wrong locationthe food when served correctly is generic mcdonalds tasted ok the fries were even warm and not salty they had cherry pie yes but i paid for supersized and while my soda was the correct size they tried to pass regular fries for which i had to complain i paid for the  cherry pies for   and i know just one apple pie is  cents  but if i wouldnt have complained i would have been ripped off  cents worth of food  gotta love the two incidents of panhandling one with the guy walking straight to my table then another doing so to the patrons in line and then turning street preacher calling all sorts of armageddon on the place when the manager asked him to leavedang and its not even full moon night,0
saturday night  am in the morning em  i drive up to mcd we patiently make the line when we finally arrive at the orderspeakerthingy about ten minutes later we  ordered and were told to proceed to the window for payment everything seems pretty normal up to now make line order drive up minutes pass between the time we placed our order and the time we reached the windowwe hand them our debit card machine not working  whatwas it so difficult to let us know that the machine wasnt working when we first placed our order  we had to adjust our order according to the cash we had on us  yes yes my parents always told me to have cash on me and we did  but  ugh grrrrrrrrrrr  that was a fortyfive minute waste we could have very simply gone to tb or dennys across the street  aaaaaaaahhhhhhhhhhh  thats how i still feel about this situation,0
this is the local mcdonalds restaurant in my community i will admit i stop by every so often for their fries which i think are among the best in the world this mcdonalds is a franchise and not owned by the company i tried to use a coupon i received at the american airlines arena at a sporting event and the worker and manager refused to honor it i sent a complaint to the mcdonalds corporate office because i thought that was wrong since this mcdonalds is the second closet restaurant to the arena and the nearby bus stop and i didnt think it was right to tell this to the many kids that received the same coupon i did i received an email from the local franchise owner several weeks later who offered an apology this mcdonalds is located at biscayne blvd and  the julia tuttle causeway,1
worst mcdonalds ever if you want to die of old age by waiting for your food then this is the perfect mcdonalds for you,0
ive yet to place an order at this mcds thats been served correctly andor with all of the standard ingredients toppings or sides kinda odd,0
wow i cant believe im giving this place its first  star rating i come here late at night after i get out of work needless to say the service is fast the people are friendly and the food is prepared right i also like the fact that theyre dine is open late at night so i can eat inside rather than have to take my food home,0
poor service the food here isnt that good at all the patty in my burger was bland totally lacks flavor somehow the fries were good but a bit soggy,1
the food maybe good but the service here really sucks place isnt clean and when they do start cleaning its not thorough even the drivethru is bad at the very least they didnt get my order wrong this time,0
im not lovin it buuuuut i do have some helpful suggestionsits drivethru should change its name to a drivein since it looks like people go there to put their cars on park and watch a movie park your damn car and brisk walk some fries off while you pick up your meal dammit but of course if you do choose the drivein please enjoy your movie and make sure to check your bag before you leave the employees usually like to play a game of can you guess whats missing without letting you know youre a contestant ps i suggest you avoid ordering the fish fillet no matter how strongly you feel towards the song or what some random check orderedit sucks and so does that chicks taste,0
i gave this place  chances to prove itself the first time i went there the drive through line was so long that i parked and stood on line for  minutes to buy a milk shake even though there were only  people ahead of me the next time the rain was pouring down so no line at the drive through i ordered the fish fillet meal with extra ketchup guess how much ketchup i got ,0
sometimes youve got to take a break from the organic cagefree free range low carb high protein s and just have some friesthat brings us to this mcdonalds location on bird rd and ludlam i dont know what exactly it is about this location but it scares me my husband and i have been to this location a couple of times and its never been pretty the line at the drivethrough is impossible i drive past this mcdonalds several times a week and the line always seems to be at least  cars longinside the restaurant isnt any better the lines arent as bad as outside but the crowd is definitely not the greatest lets just say that i would never feel comfortable coming here alone or after dark  stars for the hot and fresh fries,0
the drive thru is almost biblical like  cars chillinhell no î¾so i park and head inside why o why did i go inside seems like there should be security officer in there shady and dirty oh hell no i gave it star bc u can pick up grub late at nite,0
parking here is horrible if you do park try to back in the drive through is always packed and they never use both outside ordering stations inside is a little better but there are a lot of questionable people especially at nighttime food is ok it is a mcdonalds after all,0
i totally got my fix for fast food at this placeyummy fries big mac chicken nuggets  where can you go wrong,0
lord do i despise this place if it wasnt for the fact that they are right next door to me quick  cheap i would never come here first of all this place is always packed and dirty none of the employees speak any english we are in america wtfso i was standing in line behind someone and the cashier asks how can i help you umm excuse me there is someone still putting there change in their purse how rude i told her to wait she insisted i place my order so i did she took the next person while my good was placed on the tray so both the cashier and customer are breathing over my food how disgusting is thisthere customer service is horrible the manager apparently doesnt know what he is doing i asked once to receive a refund for an order i did not place it was a mistake on their park and he gave me a dollar back really horrible all around,0
 price nuggets order no sweet and sour sauce available  cashier says discontinued,0
employees dont try and help you out take your order in the most boring way possible then dont even give you the right sauces you ask for,1
this mcdonalds is right next to my parents house so i found myself here twice now and both times i wanted to run out screamingseriously out of the endless fodd options in miami beach why do i get dragged to mcdonalds i blame my son still never again he can get a burger anywhere elseboth times the service was atrocious the people in here scary there was a long line i just wanted to get a burger for the kid and move on some guy behind me stood really close and then kept yelling at me that i was making him uncompfortable why was i staring at him he yelled i was to stop touching him then he yelled for help and through himself to the ground yelling i was abusing himuhhhreally dude i just want a burgermiami is full of interesting people to say the least amusing to visit maybe just not mcdonalds,1
